0	0	1	1
1	0	6	1
2	0	10	1
3	0	18	1
4	0	42	1
6	0	63	1
7	0	67	1
8	0	86	1
9	0	91	1
10	0	118	1
11	0	136	1
12	0	153	1
13	0	172	1
16	0	305	1
17	0	450	1
18	0	514	1
19	0	579	1
20	0	618	1
21	0	635	1
23	0	653	1
25	0	703	1
26	0	724	1
27	0	763	1
28	0	789	1
30	0	824	1
31	0	897	1
32	0	916	1
34	0	967	1
39	0	1042	1
40	0	1071	1
41	0	1100	1
42	0	1118	1
45	0	1187	1
46	0	1193	1
47	0	1215	1
49	0	1260	1
52	0	1432	1
53	0	1448	1
56	0	1541	1
57	0	1580	1
58	0	1599	1
60	0	1631	1
61	0	1684	1
62	0	1729	1
64	0	1754	1
65	0	1782	1
67	0	1927	1
68	0	2000	1
69	0	2030	1
70	0	2107	1
71	0	2127	1
74	0	2254	1
75	0	2262	1
76	0	2274	1
79	0	2368	1
80	0	2404	1
81	0	2479	1
82	0	2493	1
83	0	2604	1
85	0	2735	1
86	0	2746	1
87	0	2805	1
92	0	3000	1
94	0	3057	1
95	0	3068	1
97	0	3100	1
99	0	3210	1
102	0	3294	1
103	0	3559	1
104	0	3821	1
106	0	3852	1
107	0	3859	1
109	0	3968	1
112	0	4014	1
114	0	4118	1
116	0	4163	1
117	0	4176	1
119	0	4445	1
121	0	4560	1
122	0	4602	1
123	0	4611	1
124	0	4632	1
126	0	4714	1
127	0	4743	1
129	0	4770	1
130	0	4903	1
131	0	4958	1
132	0	5046	1
133	0	5077	1
134	0	5120	1
136	0	5159	1
138	0	5165	1
139	0	5187	1
140	0	5204	1
141	0	5218	1
142	0	5259	1
143	0	5288	1
144	0	5295	1
145	0	5395	1
147	0	5419	1
148	0	5423	1
149	0	5447	1
150	0	5499	1
151	0	5532	1
153	0	5636	1
154	0	5638	1
155	0	5726	1
158	0	5819	1
160	0	5861	1
162	0	5907	1
164	0	5996	1
166	0	6062	1
167	0	6065	1
168	0	6159	1
170	0	6235	1
171	0	6236	1
174	0	6333	1
176	0	6405	1
177	0	6493	1
179	0	6531	1
180	0	6608	1
181	0	6620	1
183	0	6672	1
184	0	6686	1
185	0	6760	1
187	0	6891	1
188	0	6895	1
189	0	6916	1
190	0	6945	1
191	0	6964	1
192	0	7056	1
194	0	7106	1
197	0	7155	1
199	0	7180	1
200	0	7247	1
202	0	7371	1
203	0	7384	1
205	0	7395	1
206	0	7426	1
207	0	7445	1
208	0	7543	1
210	0	7588	1
211	0	7635	1
213	0	7709	1
214	0	7711	1
217	0	7894	1
219	0	7921	1
220	0	7950	1
221	0	7960	1
224	0	8105	1
225	0	8116	1
227	0	8149	1
229	0	8271	1
231	0	8420	1
232	0	8463	1
234	0	8481	1
235	0	8502	1
237	0	8669	1
238	0	8811	1
239	0	8832	1
241	0	8890	1
245	0	9069	1
246	0	9074	1
248	0	9181	1
250	0	9388	1
255	0	9536	1
256	0	9596	1
257	0	9603	1
258	0	9615	1
259	0	9633	1
261	0	9677	1
263	0	9700	1
264	0	9725	1
265	0	9783	1
266	0	9826	1
267	0	9883	1
268	0	9976	1
271	0	10042	1
274	0	10208	1
275	0	10222	1
276	0	10249	1
277	0	10371	1
278	0	10450	1
279	0	10484	1
280	0	10497	1
282	0	10659	1
283	0	10708	1
284	0	10742	1
287	0	10849	1
289	0	10876	1
293	0	11034	1
294	0	11092	1
296	0	11147	1
300	0	11426	1
301	0	11496	1
304	0	11594	1
305	0	11631	1
