18	0	88124	1
56	0	572690	1
90	0	31793	1
94	0	245447	1
104	0	575869	1
109	0	73427	1
515	0	372909	1
585	0	140226	1
594	0	377322	1
659	0	13139	1
672	0	40966	1
699	0	107092	1
721	0	496225	1
766	0	2996	1
859	0	449630	1
864	0	472924	1
879	0	366830	1
895	0	416268	1
904	0	415514	1
928	0	349866	1
939	0	392434	1
957	0	446870	1
1198	0	56718	1
1230	0	191649	1
1284	0	342411	1
1310	0	535651	1
1393	0	220022	1
1415	0	387165	1
1441	0	178	1
1451	0	538005	1
1469	0	444589	1
1530	0	28764	1
1676	0	77245	1
1736	0	399406	1
1824	0	244808	1
1826	0	401731	1
1877	0	178697	1
1933	0	183612	1
1948	0	467509	1
2010	0	44256	1
2076	0	184646	1
2183	0	132678	1
2264	0	534454	1
2296	0	396853	1
2306	0	581889	1
2330	0	478514	1
2398	0	118730	1
2416	0	162612	1
2443	0	305579	1
2445	0	431685	1
2486	0	487791	1
2516	0	505678	1
2648	0	307120	1
2695	0	305904	1
2724	0	491472	1
2737	0	426678	1
2749	0	587192	1
2801	0	398856	1
2856	0	231727	1
2891	0	31117	1
2903	0	527776	1
3006	0	127838	1
3014	0	341399	1
3033	0	571430	1
3186	0	555486	1
3254	0	484891	1
3369	0	371886	1
3480	0	53468	1
3528	0	345697	1
3566	0	152286	1
3569	0	450135	1
3612	0	402726	1
3683	0	276975	1
3694	0	282442	1
3735	0	330041	1
3771	0	521712	1
3791	0	327432	1
3875	0	136315	1
3888	0	307083	1
4011	0	136367	1
4047	0	417840	1
4142	0	586930	1
4188	0	468108	1
4233	0	16270	1
4286	0	70460	1
4306	0	450694	1
4335	0	318583	1
4339	0	386531	1
4499	0	323363	1
4514	0	352485	1
4600	0	482415	1
4615	0	496427	1
4678	0	305153	1
4681	0	181909	1
4714	0	505057	1
4813	0	98356	1
4827	0	495791	1
4844	0	275257	1
4845	0	40424	1
4865	0	100485	1
4920	0	306815	1
4942	0	357685	1
4955	0	581318	1
5045	0	264554	1
5064	0	2003	1
5067	0	547301	1
5083	0	305509	1
5085	0	102436	1
5086	0	96606	1
5125	0	318728	1
5155	0	462892	1
5172	0	529418	1
5241	0	376123	1
5331	0	200784	1
5380	0	549254	1
5460	0	93248	1
5503	0	146277	1
5505	0	100387	1
5592	0	355241	1
5646	0	200972	1
5808	0	251824	1
6110	0	118039	1
6121	0	394460	1
6122	0	496166	1
6131	0	326094	1
6133	0	7733	1
6146	0	7403	1
6199	0	414693	1
6219	0	48946	1
6262	0	34538	1
6420	0	565568	1
6468	0	548970	1
6611	0	293679	1
6612	0	254454	1
6625	0	88892	1
6647	0	69790	1
6683	0	592187	1
6713	0	147853	1
6715	0	568526	1
6832	0	377853	1
6890	0	558703	1
6959	0	208331	1
7017	0	28271	1
7105	0	72652	1
7145	0	81458	1
7205	0	159966	1
7345	0	508821	1
7377	0	579557	1
7467	0	193312	1
7484	0	444562	1
7534	0	175821	1
7590	0	105165	1
7823	0	105666	1
7876	0	533779	1
7879	0	102029	1
7880	0	272790	1
7992	0	559654	1
8005	0	48800	1
8102	0	552707	1
8230	0	319599	1
8378	0	178684	1
8456	0	257853	1
8532	0	416307	1
8544	0	214003	1
8632	0	43497	1
8702	0	135363	1
8789	0	87349	1
8795	0	57297	1
8832	0	94689	1
8874	0	403025	1
9060	0	511093	1
9291	0	96926	1
9332	0	271766	1
9381	0	408123	1
9598	0	379311	1
9617	0	408524	1
9701	0	387141	1
9735	0	392317	1
9925	0	374309	1
9929	0	266323	1
10109	0	28314	1
10137	0	57168	1
10183	0	66858	1
10497	0	304284	1
10526	0	39185	1
10596	0	284235	1
10932	0	104134	1
10975	0	61022	1
10994	0	496820	1
11054	0	155053	1
11088	0	437100	1
