300674	0	7067032	1
118457	0	7068493	1
68095	0	7069266	1
87892	0	7069601	1
211691	0	7070643	1
264827	0	7071066	1
89786	0	7071501	1
352818	0	7072358	1
319564	0	7073381	1
67802	0	7074071	1
1090184	0	7074235	1
323382	0	4778293	1
323998	0	7074377	1
333486	0	7075218	1
1090170	0	7075411	1
259417	0	7075870	1
87019	0	7076754	1
335710	0	7076765	1
127984	0	7076927	1
1090115	0	7078204	1
1090110	0	7078250	1
1090102	0	7078336	1
1090077	0	7078615	1
1089983	0	7079501	1
1089964	0	7079676	1
1089940	0	7079948	1
1089925	0	7080091	1
1089906	0	7080202	1
1089896	0	7080300	1
1101236	0	7080466	1
1089846	0	7080803	1
1089832	0	7080937	1
1089776	0	7081482	1
1089750	0	7081741	1
1089693	0	7082281	1
1089674	0	7082472	1
1089645	0	7082804	1
1089639	0	7082876	1
1089597	0	7083329	1
1089576	0	7083545	1
1089560	0	7083703	1
1089558	0	7083723	1
1089501	0	7084322	1
1089498	0	7084354	1
1089414	0	7085111	1
1089408	0	7085170	1
1089325	0	7086051	1
1089277	0	7086512	1
1089273	0	7086550	1
1101171	0	7086918	1
1089214	0	7087159	1
1089164	0	7087616	1
1089158	0	7087671	1
1089121	0	7088053	1
1089093	0	7088254	1
1089085	0	7088329	1
1089027	0	7088895	1
1089026	0	7088908	1
1089002	0	7089124	1
1089001	0	7089128	1
1088947	0	7089653	1
1088928	0	7089861	1
1088869	0	7090442	1
1088845	0	7090685	1
1088832	0	5279465	1
1088758	0	7091499	1
1088742	0	7091657	1
1088718	0	7091832	1
1088693	0	7092036	1
1101121	0	7092053	1
1088658	0	7092278	1
1088628	0	7092485	1
1088453	0	7093487	1
1101090	0	7093515	1
1088444	0	7093554	1
1088379	0	7093987	1
1088347	0	7094280	1
1088332	0	7094398	1
1088221	0	7095129	1
1088164	0	7095519	1
1088043	0	7096464	1
1087999	0	7096873	1
1101044	0	7097656	1
1087870	0	7098048	1
1087774	0	7099045	1
1087735	0	7099448	1
1087729	0	7099506	1
1087728	0	7099509	1
1087690	0	7099892	1
1087675	0	7100040	1
1087589	0	7100726	1
1087566	0	7100934	1
1087544	0	7101182	1
1087487	0	7101703	1
1087484	0	7101742	1
1087375	0	7102411	1
1087351	0	7102627	1
1087327	0	7102802	1
1087269	0	7103214	1
1087215	0	7103585	1
1100986	0	7103622	1
1087204	0	7103700	1
1087186	0	7103895	1
1087122	0	7104520	1
1087114	0	4885390	1
1087077	0	7104895	1
1087074	0	7104929	1
1087046	0	7105204	1
1087001	0	7105662	1
1086974	0	7105842	1
1086933	0	5529138	1
1086928	0	7106218	1
1086917	0	7106343	1
1086886	0	7106635	1
1086874	0	7106746	1
1086765	0	7107525	1
1086708	0	7107986	1
1086675	0	7108284	1
1086637	0	7108466	1
1100930	0	7108747	1
1086595	0	7108813	1
1086565	0	7109051	1
1086498	0	7109634	1
1086477	0	7109836	1
1086439	0	7110052	1
1086424	0	7110198	1
1086354	0	7110954	1
1086309	0	7111386	1
1086200	0	7112303	1
1086075	0	7113372	1
1086046	0	7113578	1
1086022	0	6425089	1
1085967	0	7114288	1
1100875	0	7114498	1
1085888	0	7115076	1
1085862	0	7115322	1
1085796	0	7115943	1
1085779	0	7116125	1
1085697	0	7116917	1
1085674	0	7117069	1
1100852	0	7117096	1
1085658	0	7117184	1
1085630	0	7117462	1
1085535	0	7118287	1
1085517	0	7118453	1
1085497	0	7118637	1
1085457	0	7118963	1
1085454	0	7119001	1
1085441	0	7119147	1
1085434	0	7119187	1
1085421	0	7119331	1
1085393	0	7119470	1
1085386	0	7119548	1
1085351	0	7119787	1
1085348	0	7119816	1
1085341	0	7119885	1
1085339	0	7119910	1
1085319	0	7120073	1
1085303	0	7120173	1
1085229	0	7120979	1
1085141	0	7121801	1
1085013	0	7122970	1
1084910	0	7123877	1
1100783	0	7124396	1
1084814	0	7124884	1
1100772	0	7125623	1
1084713	0	7125772	1
1084555	0	7127220	1
1084475	0	7127854	1
1084441	0	7128207	1
1084435	0	7128274	1
1084403	0	7128602	1
1084389	0	7128734	1
1084354	0	7129076	1
1084326	0	7129364	1
1084308	0	7129494	1
1084276	0	7129849	1
1100724	0	7130541	1
1084076	0	7131592	1
1084075	0	7131601	1
1083967	0	7132606	1
1083865	0	7133523	1
1083832	0	7133862	1
1083822	0	7133967	1
1083819	0	7134010	1
1083797	0	7134213	1
1100687	0	3935093	1
1083722	0	7134803	1
1083713	0	7134909	1
1083704	0	7135014	1
1083686	0	7135193	1
1083597	0	7135965	1
1100661	0	7136547	1
1083537	0	7136558	1
1083401	0	7137904	1
1083342	0	7138502	1
1083332	0	7138606	1
1083307	0	7138717	1
1083293	0	7138843	1
1100639	0	7138875	1
1083243	0	7139251	1
1083150	0	7140121	1
1083010	0	7141337	1
1082966	0	7141624	1
1082948	0	7141783	1
1082750	0	7143330	1
1082701	0	7143620	1
1082653	0	7143926	1
1082502	0	7144918	1
1082384	0	371575	1
1082377	0	7146139	1
1082263	0	5289525	1
1082117	0	7147504	1
1081730	0	7147941	1
1081609	0	7148053	1
1080948	0	7148643	1
1080937	0	7148697	1
1100533	0	7148782	1
1080406	0	7149086	1
1080253	0	7149211	1
1079987	0	7149648	1
1079231	0	7150489	1
1079050	0	7150658	1
1078906	0	4678758	1
1077356	0	7151669	1
1077002	0	7151990	1
1100492	0	7152839	1
1100488	0	7153281	1
1075588	0	7153381	1
1075244	0	7153978	1
1074949	0	7154462	1
1102235	0	7155089	1
1073943	0	7155246	1
1073569	0	7155564	1
1072750	0	7156243	1
1072513	0	7156432	1
1100458	0	7156447	1
1072500	0	7156466	1
1071198	0	7157715	1
1070452	0	7158303	1
1069981	0	7158640	1
1069521	0	7159235	1
1068584	0	7160065	1
1067826	0	7160664	1
1067276	0	7161448	1
1066958	0	7161700	1
1066716	0	7161929	1
1066709	0	7161960	1
1065971	0	7162493	1
1065728	0	7162717	1
1065551	0	7162902	1
1065494	0	7162987	1
1065160	0	7163370	1
1064529	0	7163878	1
1062961	0	7165819	1
1062928	0	7165889	1
1062784	0	7166120	1
1062332	0	7166808	1
1061472	0	7167609	1
1061382	0	7167668	1
1061237	0	7167765	1
1060566	0	7168414	1
1060039	0	7168992	1
1059496	0	7169477	1
1100319	0	7170260	1
1058271	0	7171765	1
1058142	0	7172010	1
1057656	0	7172653	1
1057539	0	7172798	1
1057367	0	7173017	1
1057112	0	7173446	1
1056726	0	7173996	1
1056265	0	7174734	1
1056211	0	7174859	1
1056163	0	7174952	1
1056159	0	7174969	1
1056060	0	7175177	1
1056057	0	7175200	1
1055717	0	7175599	1
1055125	0	7176742	1
1054451	0	7178038	1
1054440	0	7178110	1
1054438	0	6689409	1
1054023	0	7178977	1
1053716	0	7179425	1
1053611	0	7179705	1
1100226	0	7179859	1
1100224	0	7180062	1
1052615	0	7181049	1
1052274	0	7181518	1
1051942	0	7182094	1
1051808	0	7182286	1
1051723	0	7182394	1
1051571	0	5049881	1
1051530	0	7183057	1
1051372	0	7183368	1
1051352	0	7183414	1
1051285	0	7183600	1
1051257	0	7183652	1
1051214	0	1590950	1
1100187	0	7183900	1
1051108	0	7183936	1
1050778	0	7184530	1
1049955	0	7185448	1
1049791	0	7185644	1
1100168	0	7186042	1
1049329	0	7186077	1
1049085	0	7186309	1
1048381	0	7187564	1
1048377	0	7187592	1
1048303	0	7187757	1
1048282	0	7187827	1
1047794	0	7188777	1
1047700	0	7189068	1
1047662	0	7189195	1
1047642	0	7189248	1
1047629	0	7189291	1
1047548	0	7189451	1
1047269	0	7189902	1
1046969	0	7190556	1
1046931	0	7190589	1
1100119	0	7190993	1
1046463	0	7191628	1
1046387	0	7191851	1
1100106	0	4257861	1
1100105	0	7192489	1
1045855	0	7192781	1
1045853	0	7192790	1
1045826	0	7192866	1
1045717	0	7193046	1
1045709	0	7193118	1
1045567	0	7193374	1
1100094	0	7193390	1
1045494	0	7193571	1
1045229	0	7194223	1
1045071	0	7194681	1
1100070	0	7195711	1
1043914	0	4771283	1
1043658	0	7108258	1
1043568	0	7197007	1
1043337	0	1696361	1
1042752	0	991589	1
1042626	0	7197935	1
1042507	0	7198089	1
1041043	0	6419354	1
1040959	0	7200218	1
1040532	0	7200758	1
1040409	0	7200948	1
1040238	0	7201271	1
1040099	0	7201611	1
1040064	0	7201894	1
1100010	0	7201930	1
1039521	0	7202782	1
1099998	0	7203246	1
1039002	0	7203426	1
1038879	0	7203623	1
1038859	0	7203676	1
1038527	0	7204209	1
1038184	0	7204654	1
1099981	0	7204887	1
1037817	0	7205200	1
1037250	0	7206078	1
1037188	0	5403877	1
1036784	0	7206717	1
1036627	0	7207097	1
1036214	0	7207793	1
1036005	0	7208259	1
1035931	0	7208297	1
1035719	0	7208597	1
1099943	0	7208842	1
1035321	0	7209396	1
